OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,ROAD_SEC_CLASS,SECTION_ID,SEC_LENGTH,ROUTE_NO,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,MaxBRHT,MaxPierHT,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUNICIPAL,RECOMMEND,REMARKS,created_user,created_date,last_edited_user,last_edited_date
48,Luzon,National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),North Bay Blvd,Tertiary,S02182LZ,2340,0,2120,B01748LZ,Bangkulasi Br.,50,Concrete,permanent,Year Known,1952,Good,2,2,3,0.15,3,9.35,47,15,3,1.15,1,1,2,0,Sea (Exposed),Brgy. Bangkulasi,Novotas City,Routine Maintenance - Other,"Completed project GAA 2015: Replacement of Permanent Weak Bridges, Bangkulasi Bridge (B01748LZ) along North Bay Blvd., Navotas City; Needs quarterly routine maintenance",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
49,Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,BENGUET (LONE DISTRICT),Cong. Andres Acop Cosalan Rd,Secondary,S00381LZ,23270,207,6546,B02670LZ,Capuyoan Br.,46,Steel,permanent,Year Known,2009,Fair,2,0,21.6,0,1,9.5,38,20,0,0,0.7,0.7,2,0.150943,River/Waterway (fresh water),Poblacion,Buguias,RM - Steel Component Repair,Corrosion was observed.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
50,Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,KALINGA (LONE DISTRICT),Balbalan-Pinukpuk Rd,Tertiary,S00537LZ,28520,0,6822,B04397LZ,Kagutongan Br.,31,Concrete,permanent,Year Known,2015,Good,2,0,18.1,0,1,9.6,38,0,0,0,0.8,0.8,2,0,River/Waterway (fresh water),APATAN,PINUKPUK,"RM - Bridge Deck Sweep, Clean",Preventive maintenance of bridge.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
51,Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Apayao-Ilocos Norte Rd,Tertiary,S00621LZ,1600,0,0,B05002LZ,Anagdong Br.,61,Concrete,permanent,Year Known,2019,Good,2,2,8.5,7.1,3,9.54,0,18,0,0,1.1,1.1,2,0,River/Waterway (fresh water),DIBAGAT,KABUGAO,"RM - Bridge Deck Sweep, Clean", ,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
52,Luzon,National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Deparo-Bagumbong Rd,Tertiary,S02063LZ,4350,0,4314,B02781LZ,Deparo - Bagumbong Br.,12,Concrete,permanent,Year Known,1979,Good,2,0,5,0,1,8.9,35,15,0,0,0.47,0.47,2,0,River/Waterway (fresh water),Brgy. 171,Caloocan City,"RM - Bridge Deck Sweep, Clean",Retrofitted FY 2017,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
53,Luzon,National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),South Super H-way East Service Rd,Tertiary,S03296LZ,4604,0,4042,B01810LZ,Pasong Diablo Br. (East),30,Concrete,permanent,Year Known,1972,Fair,2,2,3.1,3.83,3,23.49,40,0,0,0,1.18,0,2,0.151515,River/Waterway (fresh water),Cupang,Muntinlupa,"RM - Bridge Deck Sweep, Clean",THE BRIDGE WAS RETROFITTED UNDER GAA2021,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
54,Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,BENGUET (LONE DISTRICT),Marcos Hi-way,Secondary,S00395LZ,19749,208,17470,B01359LZ,New Badiwan Br.,513,Concrete,permanent,Year Known,2000,Good,2,12,21.6,16.55,13,11.3,36,15,0,0,0.75,0.75,2,0.031092,River/Waterway (fresh water),Poblacion,Tuba,Major Maint - Repair Damage,Routine and major maintenance required to provide safety to motorists and avoid further bridge deterioration.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
55,Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,KALINGA (LONE DISTRICT),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Cagaluan-Calanan Sect),Secondary,S00602LZ,25563,222,22235,B02110LZ,Ngipen Br.,21,Concrete,permanent,Year Known,1973,Fair,2,2,3.4,3.4,3,9,18,15,0,0,0.75,0.75,2,0.054054,River/Waterway (fresh water),Bantay,Tabuk,RM - Bridge Waterways Cleaning,Cleaning of bridge waterway to prevent main member from current flow of river.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
56,Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Abbut-Conner Rd,Secondary,S00614LZ,25523,222,1711,B02234LZ,Lindawan Br.,18,Concrete,permanent,Year Known,1990,Fair,2,0,4.84,0,1,8.91,15,15,0,0,0.42,0.46,2,0.172956,River/Waterway (fresh water),abbut,conner,Major Maint-Protective Measure,Cracks on Main members were sealed with pressurized concrete epoxy and coated with carbon fiber sheet.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
57,Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),JP Rizal St,Tertiary,S03364LZ,4996,0,1678,B01844LZ,Viejo Br. (old),12,Concrete,permanent,Year Known,1960,Good,2,0,0,0,1,8.8,20,5,0,0,1.2,1.2,2,0,Estuary (Salt Water),Brgy. Viejo,Makati City,Routine Maintenance - Other,Regular Sweeping and Repainting of Bridge Structures; Cleaning of Waterways,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
58,Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,KALINGA (LONE DISTRICT),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Cagaluan-Calanan Sect),Secondary,S00602LZ,25563,222,19216,B04784LZ,Mataddong Br.,13,Concrete,permanent,Year Known,2017,Fair,2,0,4.2,0,1,9,18,15,0,0,0.85,0.85,2,0.12766,Not Specified,BANTAY,TABUK,RM - Bridge Component Painting,Cleaning of waterway to prevent bridge from current of water.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
59,Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,MOUNTAIN PROVINCE (LONE DISTRICT),Mt Prov-Ilocos Sur via Tue Rd,Secondary,S00530LZ,31849,205,26377,B00937LZ,Kapayawan Br.,6,Concrete,permanent,Year Known,1972,Fair,2,0,3.8,0,1,11.7,9,0,0,0,0,0,2,0.113208,River/Waterway (fresh water),OTUCAN,BAUKO,"RM - Bridge Deck Sweep, Clean",BRIDGE WAS STRENGTHENED ON 2013.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
60,Luzon,Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Demonstration Rd,Tertiary,S00463LZ,132,0,61,B00920LZ,Demonstration Br.,8,Steel,permanent,Year Known,1968,Fair,2,0,4,0,1,8.87,30,15,0,0,0.6,0.6,2,0.09434,River/Waterway (fresh water),Loakan Barangay,Baguio City,RM - Bridge Waterways Cleaning,"Cleaning of Bridge Waterways, Repair of Crack on the sidewalk of bridge by Epoxy Injection and waterproofing of expansion joint at Abutment 1",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
61,Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (THIRD & FOURTH DISTRICT),North Antipolo St,Tertiary,S02485LZ,2462,0,1247,B02793LZ,Antipolo Br.,19,Concrete,permanent,Year Known,1996,Good,2,0,0,0,1,8.23,10,20,0,0,0.45,0.45,2,0.006289,Canal, 505 Zone 50,Manila,"RM - Bridge Deck Sweep, Clean","RSB exposure in left railing still Good"" rating. Patching needed",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
62,Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Pasig-Pateros Rd,Secondary,S03926LZ,1728,142,1320,B01878LZ,Bambang Br.,168,Concrete,permanent,Year Known,1992,Fair,2,3,7.5,5.5,4,12.3,30,20,0,5.5,1.5,1.5,2,0.152466,River/Waterway (fresh water),Bambang/San Joaquin,Pasig City,RM - Bridge Component Painting,Needs immediate painting to avoid further damages,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
63,Luzon,Cordillera Administrative Region,Ifugao,Ifugao 1st District Engineering Office,IFUGAO (LONE DISTRICT),Kiangan-Tinoc-Buguias Rd,Tertiary,S00634LZ,52126,0,42666,B04883LZ,Keb-keb Br.,20,Concrete,permanent,Year Known,2016,Fair,2,0,6.98,0,1,9,44,10,0,0,0.82,0.83,2,0.157233,River/Waterway (fresh water),POBLACION,TINOC,"RM - Bridge Deck Sweep, Clean",Regular cleaning on the deck and at approaches is necessary to avoid water ponding within the area.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
64,Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,MOUNTAIN PROVINCE (LONE DISTRICT),Baguio-Bontoc Rd,Secondary,S00504LZ,50036,204,44482,B02981LZ,Amlosong Br.,52,Steel,permanent,Year Known,2003,Fair,2,0,23,0,1,9.4,8,15,0,0,1.03,1.03,2,0.050314,River/Waterway (fresh water),Bontoc-Ili,Bontoc,Major Maintenance - Strengthen,Install Carbon Fiber plate / sheet on girder and slab sofit,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
65,Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Claveria-Calanasan-Kabugao Rd,Tertiary,S00630LZ,87460,0,72024,B04838LZ,Salungsung Br.,27,Steel,permanent,Year Known,2019,Good,2,0,8.7,0,1,9,0,20,0,0,1,1,2,0,River/Waterway (fresh water),ferdinand,calanasan,RM - Bridge Waterways Cleaning,"CLEAN UNDER BRIDGE,REMOVE OBSTRUCTION UNDER THE BRIDGE",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
66,Luzon,National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),MH Del Pilar (Valenzuela),Tertiary,S02227LZ,3526,0,1860,B01744LZ,Polo Br.,26,Concrete,permanent,Year Known,1999,Fair,2,0,5.5,0,1,9.95,42,20,0,0,1,1,2,0.100629,River/Waterway (fresh water),0,Valenzuela City,RM - Bridge Component Painting,Retrofitted FY 2018,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
67,Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Manila East Rd (Rosario-Cainta Rd),Primary,S03918LZ,1155,60,196,B01868LZ,Ortigas Br.,161,Concrete,permanent,Year Known,1987,Fair,2,4,11.3,13.3,5,29.6,30,20,0,0,1.5,1.5,3,0.322751,River/Waterway (fresh water),Rosario/Mangghan,Pasig City,"RM - Bridge Deck Sweep, Clean",needs repair of cracked railings and spalling of girder to avoid further detoriation in the future,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
68,Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,BENGUET (LONE DISTRICT),Baguio-Bontoc Rd,Secondary,S00373LZ,45878,204,42728,B01314LZ,Baguingey Br.,7,Concrete,permanent,Year Known,1950,Fair,2,0,5.25,0,1,10.2,0,15,0,0,0.55,0.55,2,0.132075,River/Waterway (fresh water),Cattubo,Atok,Major Maint-Protective Measure,Major scaling was observed and needs sealant for expansion joint.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
69,Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,KALINGA (LONE DISTRICT),Rizal Natl Rd (Babalag-Kinama-Sn Francisco Sect),Tertiary,S00574LZ,12746,0,8550,B04911LZ,Dasoy Br.,16,Concrete,permanent,Year Known,2016,Good,2,0,7.3,0,1,9.6,37,20,0,0,0.85,0.85,2,0.021277,River/Waterway (fresh water),KINAMA,RIZAL,RM - Bridge Component Painting,Concreting of bridge approach list of propose 2021 budget.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
70,Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Conner-Kabugao Rd,Secondary,S00616LZ,23742,222,10931,B02244LZ,Purag Br.,54,Steel,permanent,Year Known,2007,Good,2,0,8.5,0,1,8.8,20,18,0,0,0.75,0.75,2,0.031447,River/Waterway (fresh water),Ili,Conner,"RM - Bridge Deck Sweep, Clean",Good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
71,Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,MOUNTAIN PROVINCE (LONE DISTRICT),Mt Prov-Cagayan via Tabuk-Enrile Rd,Secondary,S00514LZ,29238,204,2985,B00926LZ,Latang Br.,36,Steel,permanent,Year Known,2006,Good,2,0,8.5,0,1,8.7,30,20,6,0,0.75,0.75,2,0.025157,River/Waterway (fresh water),Calutit,Bontoc,Major Maint-Protective Measure,Construct Scour Protection works and apply asphalt overlay on deckslab,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
72,Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,Secondary,S00629LZ,13683,223,13326,B04215LZ,Bubulayan Br.,262,Steel,permanent,Year Known,2008,Fair,2,4,0,61.15,5,10.93,0,0,0,0,0,0,2,0.038462,Not Specified,Lt. Balag,Pudtol,Routine Maintenance - Other,asphalt overlay at deckslab,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
73,Luzon,National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST & SECOND DISTRICT),Gov T Santiago St,Tertiary,S02206LZ,4050,0,215,B01765LZ,Canumay Br.,15,Concrete,permanent,Year Known,1952,Good,2,0,0,0,1,9,40,15,0,0,0.72,0.72,2,0,Canal,Brgy. Canumay,Valenzuela City,"RM - Bridge Deck Sweep, Clean","retrofitted, fy 2018",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
74,Luzon,National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),C-3 Road,Secondary,S02120LZ,719,130,645,B01755LZ,C-3 Br. (Right),74,Concrete,permanent,Year Known,1982,Good,2,2,5.5,3.8,3,12.53,12,15,3,2.7,0.68,3.3,2,0,River/Waterway (fresh water),Brgy. North Bay Blvd. South,Navotas City,Routine Maintenance - Other,Completed GAA 2015 Project: Retrofitting / Strengthening of C-3 Bridge (Right) - Carbon fiber applied to girders and top & bottom slab; Newly installed expansion joint; Newly asphalt overlayed deck slab,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
75,Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,BENGUET (LONE DISTRICT),Cong. Andres Acop Cosalan Rd,Secondary,S00381LZ,23270,207,1923,B02669LZ,Amlimay Br.,25,Steel,permanent,Year Known,2010,Good,2,0,7.8,0,1,9.55,39,20,0,0,0.75,0.75,2,0,River/Waterway (fresh water),Amlimay,Buguias,"RM - Bridge Deck Sweep, Clean",Paint peel off at railings was observed.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
76,Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,Secondary,S00628LZ,38931,223,25941,B02259LZ,Cabatacan Br.,61,Concrete,permanent,Year Known,2000,Poor,2,2,13.9,12.6,3,9.62,0,18,0,0,0.8,0.8,2,0.261708,River/Waterway (fresh water),Cabatacan,Pudtol,Upgrading - Retrofitting,on going bridge retrofitting FY2021 GAA FUNDED,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
77,Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Makati-Mandaluyong Br.,Tertiary,S04551LZ,147,0,35,B04891LZ,Makati-Mandaluyong Br.,339,Concrete,permanent,Post 1970,1986,Fair,2,2,8.5,8.5,3,8.93,15,20,0,6,0,1.53,2,0.07438,River/Waterway (fresh water),BARANGAY POBLACION,MAKATI CITY,Major Maintenance - Other,Ongoing Retroffiting Works,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
78,Luzon,National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),South Super H-way East Service Rd,Tertiary,S03296LZ,4604,0,3366,B01811LZ,Upper Palico Br. (East),24,Concrete,permanent,Year Known,1968,Fair,2,2,5.75,4.1,3,23.5,40,0,0,0,1.18,0,2,0.151515,River/Waterway (fresh water),Cupang,Muntinlupa,"RM - Bridge Deck Sweep, Clean",THE BRIDGE HAS ONGOING RETROFITTING UNDER GAA2019. THIS IS INCLUDED IN THE FUNDED PROJ FOR FY2021,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
79,Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,BENGUET (LONE DISTRICT),"Asin (Km 8)-Nangalisan-Sn Pascual, Tuba, Benguet-La Union Bdry Rd",Tertiary,S00384LZ,23408,0,6062,B04274LZ,Bucan Br.,12,Steel,permanent,Year Known,1973,Fair,2,0,6.4,0,1,8.3,31,15,0,0,0.5,0.5,2,0.113208,River/Waterway (fresh water),Tadiangan,Tuba,Major Maint - Repair Damage,Routine and major maintenance required to provide safety to motorists and avoid  further bridge deterioration.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
80,Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,Secondary,S00607LZ,11988,223,2632,B04611LZ,Manguli Br. 2,12,Concrete,permanent,Year Known,2015,Good,2,0,5,0,1,8.42,50,18,0,0,1.1,1.1,2,0.018868,River/Waterway (fresh water),Bulu,Kabugao,"RM - Bridge Deck Sweep, Clean",Seal cracks on main member with pressurized concrete epoxy.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
81,Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARA,Airport Rd,Secondary,S03332LZ,523,192,0,B01834LZ,Airport Br.,60,Concrete,permanent,Year Known,1960,Fair,2,6,0,3.4,7,15,15,5,0,0,1.5,1.5,4,0.215054,River/Waterway (fresh water),Brgy Baclaran,Parañaque City,Routine Maintenance - Other,Regular Cleaning and Re-Painting of Bridge Components; Repair of Sited Defects,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
82,Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,KALINGA (LONE DISTRICT),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Cagaluan-Calanan Sect),Secondary,S00602LZ,25563,222,7122,B02222LZ,Gawidan Br.,13,Concrete,permanent,Year Known,1999,Fair,2,0,11.2,0,1,9,18,15,0,0,0.3,0.3,2,0.046512,River/Waterway (fresh water),BAGUMBAYAN,TABUK CITY,RM - Bridge Waterways Cleaning,Asphalt overlay and cleaning of waterway to prevent scouring and spalling of deck.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
83,Luzon,Cordillera Administrative Region,Kalinga,Upper Kalinga District Engineering Office,KALINGA (LONE DISTRICT),Kalinga-Abra Rd,Secondary,S00561LZ,63256,204,49765,B00968LZ,Saltan Br.,28,Steel,permanent,Year Known,1973,Good,2,0,33.5,0,1,9.7,9,0,0,0,0.75,0.75,2,0.012579,River/Waterway (fresh water),Balbalasang,Balbalan,Routine Maintenance - Other,needs routine only,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
84,Luzon,Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Kennon Rd,Primary,S00407LZ,7224,54,4495,B00919LZ,Kennon Br. 2,49,Steel,permanent,Year Known,1968,Fair,2,2,7.45,7.1,3,9.6,30,15,0,0,0.7,0.7,2,0.060606,River/Waterway (fresh water),Camp 7,Baguio City,"RM - Concrete, Deck Repair","Routine Maintenance - Repair of Bridge Deck by patching type B, Cleaning of ge Waterways, Deck and Painting Bridge Components",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
85,Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Domingo Santiago St.,Tertiary,S02405LZ,680,0,595,B01722LZ,Domingo Santiago Br.,6,Concrete,permanent,Year Known,1975,Good,2,1,1.5,1.2,2,14,25,15,0,0,3.9,0,2,0,Not Specified,0,Manila,"RM - Bridge Deck Sweep, Clean",Newly reconstructed 2020 but funded 2019,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
86,Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),EDSA/Ortigas Flyover,Primary,S03979LZ,501,1,56,B03315LZ,EDSA/Ortigas Flyover,348,Concrete,permanent,Year Known,1990,Fair,2,8,7.5,6,9,10.3,30,0,0,6.95,0,0,3,0.224916,Road,0,MANDALUYONG CITY,RM - Bridge Component Painting,repair of accident impact railings. need painting at bridge components,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
87,Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,BENGUET (LONE DISTRICT),Gov. Bado  Dangwa National Rd,Tertiary,S00399LZ,42560,0,12417,B00914LZ,Amburayan Br.,88,Steel,permanent,Year Known,2004,Fair,2,1,17,13.8,2,9.45,33,20,0,0,0.76,0.76,2,0.068966,River/Waterway (fresh water),Taba-ao,Kapangan,"RM - Bridge Deck Sweep, Clean",Deterioration of sealant at expansion joint was observed.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
88,Luzon,Cordillera Administrative Region,Mt.Province,Mountain Province 2nd District Engineering Office,MOUNTAIN PROVINCE (LONE DISTRICT),Jct Talubin-Barlig-Natonin-Paracelis-Calaccad Rd,Tertiary,S00593LZ,18260,0,223,B01026LZ,Amolong Br.,25,Steel,permanent,Year Known,2002,Fair,2,0,8.1,0,1,9.8,34,0,0,0,1.2,1.2,2,0.119497,River/Waterway (fresh water),Amolong,Paracelis,"RM - Concrete, Deck Repair",The deck slab should be mentained by applying asphalt overlay.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
89,Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,Secondary,S00628LZ,38931,223,36655,B02258LZ,San Isidro Br. 1,9,Concrete,permanent,Year Known,2000,Fair,2,0,3.5,0,1,8.98,0,18,0,0,0.5,0.55,2,0.037736,Not Specified,San Isidro,Luna,RM - Bridge Waterways Cleaning,on going bridge widening FY2021 GAA FUNDED,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
90,Luzon,National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Novaliches-Sn Jose Rd,Tertiary,S02117LZ,4640,0,4597,B01749LZ,Alat Br.,36,Concrete,permanent,Year Known,1970,Good,2,1,8.4,6.2,2,9.55,38,0,0,0,0.8,0.8,2,0,River/Waterway (fresh water),Brgy. 185,Caloocan City,"RM - Bridge Deck Sweep, Clean",Newly retrofitted,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
91,Luzon,National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),C-4 Road,Secondary,S02153LZ,2118,120,1757,B01750LZ,C-4 Br. 2,73,Concrete,permanent,Year Known,1993,Good,2,2,5.65,5.2,3,17.48,23,20,3,3.05,1.08,1.3,4,0,Estuary (Salt Water),Brgy. Longos,Malabon City,Major Maintenance - Other,"Completed Project GAA 2016 - Retrofitting/Strengthening of Bridge, Newly Asphalt MVUC Project C.Y. 2015",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
92,Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,BENGUET (LONE DISTRICT),"Asin (Km 8)-Nangalisan-Sn Pascual, Tuba, Benguet-La Union Bdry Rd",Tertiary,S00384LZ,23408,0,8651,B04882LZ,Batuan Br.,22,Concrete,permanent,Year Known,2017,Fair,2,0,8.1,0,1,9.8,46,0,0,0,0.85,0.85,2,0.09434,River/Waterway (fresh water),Nangalisan,Tuba,"RM - Bridge Deck Sweep, Clean",The bridge is in good condition in general but still needs routine and minimal major maintenance to maintain its present condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
